donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,surface_disposition,surface_rationale
utls,testdata/Client-TLSv12-P256-ECDHE,fa8d03c124a5f165392b21303b086165169043fea6007eaa42a17fd0a5349372,7461,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-RSA-RC4,6ea6db4087f9d2998113b89a72dc74c72d5c12891a14ae8f7aac0ab94077f80e,6508,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-RenegotiateOnce,60f27154e6df5f280bc7b10aee3bbf98db84454846b7c4722a0552639ee87086,18818,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-RenegotiateTwice,e4a532d9e32f00f36de2a700a9399e80324dde8391fdd95979fa33292e72c5e1,26486,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-RenegotiateTwiceRejected,16fc580030287c2ada0af8d28954428923aa22768c789ffc080ea91c8ebdf49c,19055,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-RenegotiationRejected,48a635c78602a0c990eae515d69a082aef3d980cdbd3e0818da2f0142dfc7631,7192,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-SCT,6e495439f0ad0257396740512f78e3276d8ddaf673bacb5d6e6ec9093f938154,8709,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-AES128-GCM-SHA256-Chrome-58,fe2a9685b758925f7ac5885ea064cc5de58261b50fab17e47596997d9311b92d,6495,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-AES128-GCM-SHA256-Chrome-70,17cc58d6b2c279c4bb17caa5036bf563c8bc2a976ac2d0000cacc21f4d48c2be,7916,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-AES128-GCM-SHA256-Firefox-55,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-AES128-GCM-SHA256-Golang-0,3e2c5227c41efd9e8aae9143cc34b111d6aacfb109a07697a5dbe20af3dcda7a,6596,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-AES128-GCM-SHA256-Chrome-58,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-AES128-GCM-SHA256-Chrome-58setclienthello,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-AES128-GCM-SHA256-Chrome-70,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-AES128-GCM-SHA256-Firefox-55,057cd23e5f70fdb492ba00e7fc9fc023633ceb503fed60a406be4360eac0aaf9,6506,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-AES128-GCM-SHA256-Firefox-63,2b83a6aa92b19237a11a90cb9d7cb6c97b1c8d65ed6f989e760663adf116d179,8003,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-AES128-GCM-SHA256-Golang-0,b3c4d1a003d10831cd3938b89783797a239ecb4cec0e625f0ef5f0bca6ef8e82,6745,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-AES128-SHA-Firefox-55,fbac9c24dff4d14949af8e345bb42bffb14edd8ff00ac6dff516e690138b3ab9,6911,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-AES128-SHA-Firefox-63,71add4a9db271791b7f37ded34c3d6f2dbd37ac235098f3f6607051227b2f96a,8404,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-AES128-SHA-Golang-0,16187072e590038470015b97eba8cf922400f0e78242d17ac40960493ef32a08,7149,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-AES256-GCM-SHA256-Chrome-70,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-AES256-SHA-Firefox-55,d4eee856dcd09cd7d699e3faf1934a253a94bf00a0a95d1f73746325ed6b617f,6911,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-AES256-SHA-Firefox-63,c24203210e02b6d305fe34398df891db9fcb4e13853a2fe40f0c01d7d31e5f75,8406,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-AES256-SHA-Golang-0,62a87486413a8a945b32f6e43219dfb27243ddb626e1ffdaf4810e08c1d52028,7148,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-CHACHA20-POLY1305-Firefox-55,2d769a774eefb95b017171e2f54c66137b0c86b32f4fd66d103377c0a0afe610,6350,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-CHACHA20-POLY1305-Firefox-63,08304d74ecc737102cde12a248df1a4992545799a3d09a3a4cbadf1d25b1e466,7845,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-ECDSA-CHACHA20-POLY1305-Golang-0,342cc5f0f07c962cd0c450d4c1b844fababdd7d5998ca0fa7c6d4c4632a2fd58,6420,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES128-GCM-SHA256-Chrome-58,d74fd13cf744fc3a83c16240852eb54e1e7d405dd999468d24ec8a3280292b60,6898,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES128-GCM-SHA256-Chrome-58-fingerprinted,cca2259b6c037c736bea607eb07071881988cdaf3594df492f5ab51dfbfd9770,6894,file,other,repository-administration,supporting-evidence,PR225-R082;PR225-M085,focused-module-repository-administration,focused module-level disposition
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES128-GCM-SHA256-Chrome-58setclienthello,9991036d1365a5db1c29d40587376b1730e544c92ee7a0212685f3a47dd00e0f,7460,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES128-GCM-SHA256-Chrome-70,efd42e1ac67b88ffd96ef6d0cdae9bb23e1d07a463d6c1b66c60c993bc46659d,8319,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES128-GCM-SHA256-Chrome-70-EmptyServerName,feeae3bad527a08542ab181424ba4f06587fca47591ca06ed7b70fd9ec71d9e2,8319,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES128-GCM-SHA256-Chrome-70-OmitSNI,452b37a36f83f848619cea0bd72de4f3f496bfdf775d15c7f1d0534dd0e046ea,8319,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES128-GCM-SHA256-Chrome-70-ServerNameIP,5cc2357e1760d7be9d7d1ba8c99edafd7deb1ecdc2906bdffdc5e5e310d5cb08,8319,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES128-GCM-SHA256-Firefox-55,e8cf08ad7bce6208f0149713c8407b7442feb077804bed81ce657574975eda92,6824,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES128-GCM-SHA256-Firefox-63,11f9e0f0188d7329d1cc55f3c9237ee808d11bafe607a3e820c6ed55e7a8c35e,8319,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES128-GCM-SHA256-Golang-0,db878947e920b98954ab092ccf7b53b046fef09eeb6d5771671aa260834e353a,7062,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES128-SHA-Chrome-58,86ce5455b142499e3cfe93d7e8cc039fc7f86692820e94daae0c8dd8a78f9441,7301,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES128-SHA-Chrome-70,f41be70a6f932ac4f5ed1b37bb3fe4503ed1c1c8182087f9c33c435d26b926fb,8722,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES128-SHA-Firefox-55,7cdabc605a5f49c461c315eb182324ec279441a40ce242e19faa5e38cad6c186,7227,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES128-SHA-Firefox-63,679019985eeaa5129739136f49335524a0cbe44e9f39682ea7a4e6e7d1b85a7a,8722,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES128-SHA-Golang-0,dcb6593bc24e7c9e287e39f0becaa9267d11bfdaa3c830e307cd4862af568fb1,7465,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES256-SHA-Chrome-58,6dcef251a2cfa274fbc9d6be6cba317eb3c9faa77da37273cb224c15b2dad4ab,7301,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES256-SHA-Chrome-70,02f84d6a9b2e51fc1aac3925e73a161bf33ead2598b9b83ac72ee7c466772245,8722,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES256-SHA-Firefox-55,1b7eefa2bdd38fa4fae6f258997f0a16a1c6bf0df1353544d1156f8c75da79b2,7227,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Client-TLSv12-UTLS-ECDHE-RSA-AES256-SHA-Firefox-63,3a31aa0c5c18d4f1c1a8b0b2cab1ea2c55509f66c671f3e9221b24dd0b9b9329,8722,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
