donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,surface_disposition,surface_rationale,predecessor_wave,post_refactor_228_review,post_refactor_228_record_ids
srsc,.github/workflows/linux.yml,56f79d67ed038ab4c63c38d794a7bba5f42a5de3a0c51866fc6966d4b40037ef,7103,file,YAML,repository-administration,supporting-evidence,PR226-R052,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,.gitignore,3d2075e37c024389aae57fc1e3bddd568503e9dde0777e7ef7de91d9c68076a0,141,file,other,repository-administration,supporting-evidence,PR226-R052;PR226-M053,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,.golangci.yml,e2adc82b66174967fe962c46537c2debe364a1502464995d26e648947ac9f532,367,file,YAML,configuration,authoritative-source,PR226-R052;PR226-M053;PR226-F0369,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,Dockerfile,f7e0df5199536e10734ca18a2cff4ae307150a87f2c8788eaf1f96d4dc4438b0,1045,file,Dockerfile,deployment,authoritative-source,PR226-R052;PR226-M053;PR226-F0370,focused-file-deployment,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,LICENSE,1e8288542c681495aca21f57128411a40b52d805ae670f035b953b53e5abb964,791,file,other,documentation,supporting-evidence,PR226-R052;PR226-M053,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,Makefile,0b40f60be401b442c5e46f537fc735af9cddf0f6dd0ba78d46a160795eea7915,1474,file,other,configuration,authoritative-source,PR226-R052;PR226-M053;PR226-F0371,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,README.md,1d2d5648f907e9d6a28df7537ba40dee899569b225954844f6bf58e4848698e6,890,file,Markdown,documentation,supporting-evidence,PR226-R052;PR226-M053,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,adapter/cache.go,898b2b0ed382e40ade07c5ccc913e57404768edf45ac355e459429bf0919215b,1414,file,Go,implementation,authoritative-source,PR226-R052;PR226-M054;PR226-F0372,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,adapter/convertor.go,a22ebcbeb48b4551ecfb77d685d558f23abb7033c19cb599b282a30a29af2f62,457,file,Go,implementation,authoritative-source,PR226-R052;PR226-M054;PR226-F0373,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,adapter/merge.go,70efe1c998695e94afae76510fc121bb076f3253089482f91afe2502f8dd2746,1803,file,Go,implementation,authoritative-source,PR226-R052;PR226-M054;PR226-F0374,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,adapter/resource.go,99123d296fb23c878918a9513142a0cd382f61a283394962df7145212b344481,4579,file,Go,implementation,authoritative-source,PR226-R052;PR226-M054;PR226-F0375,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,adapter/rule.go,cf0666764c446dc0f35c1f5eea89a420199303bd16daea2841d1e6cb1156768a,2382,file,Go,implementation,authoritative-source,PR226-R052;PR226-M054;PR226-F0376,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,adapter/source.go,bcdb32ff4e4fcacaac9ea12281b3207d644d8237e2e886fa1c3220e06f70b100,431,file,Go,implementation,authoritative-source,PR226-R052;PR226-M054;PR226-F0377,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,cache/cache.go,9747b9defb38192cb807e1d4fe7b9df2e7d7f7a162ff3d04231a37efe17b7d4b,539,file,Go,implementation,authoritative-source,PR226-R052;PR226-M055;PR226-F0378,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,PR228-CACHE001
srsc,cache/memory.go,51eb455962d278c47beeffe07483d6a3f4670f9c9000d57dbda57c8b12a478d0,955,file,Go,implementation,authoritative-source,PR226-R052;PR226-M055;PR226-F0379,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,cache/redis.go,00ebd4d5f68998f78e3f086ae6835ec5d88fa4b57146511f196fca6233e830df,2292,file,Go,implementation,authoritative-source,PR226-R052;PR226-M055;PR226-F0380,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,cmd/srsc/cmd.go,8078d5bd61cd881436ddf5d157583f261e6f7256793c1ca700b9d52790ee357a,2575,file,Go,implementation,authoritative-source,PR226-R052;PR226-M056;PR226-F0381,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,cmd/srsc/cmd_check.go,e12fa68553af42c30b4b29124bbc66ae24962bdb5090f7b892f83089031a8f1c,688,file,Go,implementation,authoritative-source,PR226-R052;PR226-M056;PR226-F0382,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,cmd/srsc/cmd_format.go,9323f12c0ec0b3b8179968b4c846c73ac66c65c087895ab23a1aaa384fe89abf,1733,file,Go,implementation,authoritative-source,PR226-R052;PR226-M056;PR226-F0383,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,cmd/srsc/cmd_run.go,c4fadbb64c776accfc12202449b21c7b601ce4e98c2150dd06d7c36f8e3cac8f,4831,file,Go,implementation,authoritative-source,PR226-R052;PR226-M056;PR226-F0384,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,cmd/srsc/cmd_version.go,9d6f90e3641405573603c7d4fa76acaae371b49adccb810c19ac0790ecd3f433,1244,file,Go,implementation,authoritative-source,PR226-R052;PR226-M056;PR226-F0385,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,cmd/srsc/generate_completions.go,d9d6a59170d0c50650a2dfdb20cf426646a2c0e4b7d5450f10f1a24d00fdbc60,561,file,Go,implementation,authoritative-source,PR226-R052;PR226-M056;PR226-F0386,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,cmd/srsc/main.go,6ba30d76c57a2062abfcb378a614d8026b0b20e090f43c0962490be9ae4224b2,162,file,Go,implementation,authoritative-source,PR226-R052;PR226-M056;PR226-F0387,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,common/semver/version.go,21fd9341fafa48b022979fb63b2ecb89d22cc2c572991d42cd0249422dd057cf,4117,file,Go,implementation,authoritative-source,PR226-R052;PR226-M057;PR226-F0388,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,constant/cache.go,581333391d3c94e03018d9522498244ee767d82eb8b8026b7a4ea55a54946697,83,file,Go,implementation,authoritative-source,PR226-R052;PR226-M058;PR226-F0389,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,constant/convertor.go,202068934a04e82b85ccad4e8f2df17c4c92dcc35a0887c449708629653ace85,242,file,Go,implementation,authoritative-source,PR226-R052;PR226-M058;PR226-F0390,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,constant/endpoint.go,5486b9ed2663663eb58569b6ad8c2a4125b071cb4930b9a4294f6ec99f5c935d,175,file,Go,implementation,authoritative-source,PR226-R052;PR226-M058;PR226-F0391,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,constant/metadata.go,d16eadf8e9d68acf5584cce865ddd4709b149030fb0961100ee9277b679d65bd,1381,file,Go,implementation,authoritative-source,PR226-R052;PR226-M058;PR226-F0392,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,constant/version.go,ee8c18a30f05e9d8e84d39570070228a2ad7af5473adb099810a0ecc79984bdb,631,file,Go,implementation,authoritative-source,PR226-R052;PR226-M058;PR226-F0393,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/adguard/adguard.go,0e4562141ea966b5d346baee74b16dcb6c2d615ee8bc7f557bb4c85afdb5cd72,1147,file,Go,implementation,authoritative-source,PR226-R052;PR226-M059;PR226-F0394,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/adguard/convertor.go,d4d23c7aeafb7a74212d06557e6d2a85c59abb6ba5a04e2f78d0934d89b9c767,21203,file,Go,implementation,authoritative-source,PR226-R052;PR226-M059;PR226-F0395,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/adguard/convertor_test.go,8e0676a8cb85e9d68f348f792dee3917bbd5bb50d4bc68f2fffa8ca7dac761a2,3283,file,Go,test,authoritative-source,PR226-R052;PR226-M059;PR226-F0396,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/binary.go,4e2d83dea180cadb3410f1ee6c07322380bae86367274417582bd284c1c43391,1643,file,Go,implementation,authoritative-source,PR226-R052;PR226-M060;PR226-F0397,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/clash/clash.go,5788beb8c95f3d9fe6e3605738324003a1cad1db0d8b4a3a4fd5eefc44486d10,5797,file,Go,implementation,authoritative-source,PR226-R052;PR226-M061;PR226-F0398,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/clash/clash_rule.go,8c275806d2c309c2dc1282892be4566d0ccd040e366d79c8542658c7e28a6035,12476,file,Go,implementation,authoritative-source,PR226-R052;PR226-M061;PR226-F0399,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/clash/mrs.go,b82466b79dc26218870fd0785a0e8293107f52286a68812de386daad386c9b5b,4495,file,Go,implementation,authoritative-source,PR226-R052;PR226-M061;PR226-F0400,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/clash/surge.go,1a00ff58536a964d6aa84fb19277884f9a55b9a5ff04a877dab60e7fb95ed000,10292,file,Go,implementation,authoritative-source,PR226-R052;PR226-M061;PR226-F0401,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/convertors.go,955cc13e8885b6e0b9caa560130446b8df826ba655eb561f0f59f8b4d4f3da1f,541,file,Go,implementation,authoritative-source,PR226-R052;PR226-M062;PR226-F0402,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/internal/meta_cidr/ipcidr_set.go,388c7e911f406a2fcda8fcd936132aa412421e924b9fa45d6ecf3b8830e506f4,1751,file,Go,implementation,authoritative-source,PR226-R052;PR226-M063;PR226-F0403,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/internal/meta_cidr/ipcidr_set_bin.go,1f5403693bed075d09056f310aad91f33af64d5c51df95e3a925c21a4961f667,1420,file,Go,implementation,authoritative-source,PR226-R052;PR226-M063;PR226-F0404,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/internal/meta_domainset/domain.go,cf0b0c38710af1355a6a85aec420c1cdb4cfc536bab48c9db5a5427f6ed8c269,3672,file,Go,implementation,authoritative-source,PR226-R052;PR226-M063;PR226-F0405,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/internal/meta_domainset/domain_set.go,c71cda0c54feb324efb20fa1a68b0a622370489452d1a0f50f4336209508bebc,5380,file,Go,implementation,authoritative-source,PR226-R052;PR226-M063;PR226-F0406,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/internal/meta_domainset/domain_set_bin.go,7007bc592ebab80f4a3eecf4f5bf47b4c57069d6910bade3af3583333851cbc4,2124,file,Go,implementation,authoritative-source,PR226-R052;PR226-M063;PR226-F0407,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/internal/meta_domainset/node.go,f45a77fee3d3f99266a15fa4fce9084c7a0534a0323e536d068b91943e611bea,2437,file,Go,implementation,authoritative-source,PR226-R052;PR226-M063;PR226-F0408,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/internal/meta_utils/range.go,3f59a827a9e60f79afb3c40e53f1593f5f83a621723714eb3c7c6370ee1a4cfe,647,file,Go,implementation,authoritative-source,PR226-R052;PR226-M063;PR226-F0409,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/internal/meta_utils/ranges.go,714bf629920a5bc5f5c026b11b91a0fc433971f89edfcd8d50af5f003e446e06,3925,file,Go,implementation,authoritative-source,PR226-R052;PR226-M063;PR226-F0410,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/internal/meta_utils/strings.go,7bf7bd4f218aa88bc218d3b81861e498f87406c6ee60ab56c4cae6d15252c850,163,file,Go,implementation,authoritative-source,PR226-R052;PR226-M063;PR226-F0411,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/source.go,8a3b5ce8bc3e34442ae69fea754af1fdb4d6a8d10baf946c08004fc4f7af3107,2866,file,Go,implementation,authoritative-source,PR226-R052;PR226-M064;PR226-F0412,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,convertor/surge.go,4c668a39b590d6c89785473cd2fc83d7590c549d153b2a4d3012512d2ac43c94,2796,file,Go,implementation,authoritative-source,PR226-R052;PR226-M065;PR226-F0413,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,docs/CNAME,f61b0ce364da88169edb63dbc102b6110d210648ce1318904671aa77d94a2fca,17,file,other,repository-administration,supporting-evidence,PR226-R052;PR226-M066,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,docs/assets/icon.svg,821522f217169d51f53e3338b8cd19490eae515cc032f1202a0729b6113074b0,2404,file,other,repository-administration,supporting-evidence,PR226-R052;PR226-M066,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,docs/changelog.md,4009a414184527c55ce20a30ddefbfc2acbd66912e8aa8907d4ea0688f93e2c4,77,file,Markdown,documentation,supporting-evidence,PR226-R052;PR226-M066,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,docs/configuration/cache.md,ddd39e225ced93d3981674189182513ebb813181f1820f4726bd0853789e9848,1767,file,Markdown,documentation,supporting-evidence,PR226-R052;PR226-M066,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,docs/configuration/convertor/adguard.md,4f9fef0efbe5ed60f53d28e21062975a1849763036d2a6dc375c6b7071f8ed6a,866,file,Markdown,documentation,supporting-evidence,PR226-R052;PR226-M066,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,docs/configuration/convertor/binary.md,ce5932b50a108f9fa451b2b80120f7b4b1989e07a455ec889e3704bddc20158f,166,file,Markdown,documentation,supporting-evidence,PR226-R052;PR226-M066,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,docs/configuration/convertor/clash.md,1b7399f03c88c0bc1a3cb3942d314c97d80077d6a98ae147a848dfa9b955f4dd,776,file,Markdown,documentation,supporting-evidence,PR226-R052;PR226-M066,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
