record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR230-R001,n/a,CG230-Hiddify-Manager-dev-root,Hiddify-Manager-dev,repository-accountability,Hiddify-Manager-dev complete archive/repository accountability,repository,evidence corpus,context-dependent,.dockerignore,22942cc4b45864ab6ac31687a88441b76653f235e025851e69e514e9131eef4c,n/a,exhaustive evidence review,one-to-many,reference-only,"Every archive member, regular file, normalized directory, indexed definition, and archived symlink is accounted before behavior-level selection.",convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,all donor bytes remain attributable to exact source hashes,repository size or popularity cannot grant target authority,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,source provenance retained; no bulk donor import,low,n/a,high,reviewed
PR230-M0497,PR230-R010,CG230-pion-dtls-main-5d4e1592c3,pion-dtls-main,module-accountability,pkg/protocol/application_data.go module/subtree review,module/subtree,mixed evidence,module-cohesive,pkg/protocol/application_data.go,7cbf6b52c9a3fd07da11b89f63e85e60575e8b797333bbf91f4de9bc0a9c7389,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R010,high,reviewed
PR230-M0498,PR230-R010,CG230-pion-dtls-main-5921441103,pion-dtls-main,module-accountability,pkg/protocol/change_cipher_spec.go module/subtree review,module/subtree,mixed evidence,module-cohesive,pkg/protocol/change_cipher_spec.go,76c785a3042b4d039dd090d5d37b34b19dbc212f2f1f0e5a605f345812731d66,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R010,high,reviewed
PR230-M0499,PR230-R010,CG230-pion-dtls-main-799f3aec66,pion-dtls-main,module-accountability,pkg/protocol/change_cipher_spec_test.go module/subtree review,module/subtree,mixed evidence,module-cohesive,pkg/protocol/change_cipher_spec_test.go,ded8e1d5082c3247d107aa79be23d391c49f2fc3058204db19ffbbb2677a5ab6,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 1 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R010,high,reviewed
PR230-M0500,PR230-R010,CG230-pion-dtls-main-bf1dd85789,pion-dtls-main,module-accountability,pkg/protocol/compression_method.go module/subtree review,module/subtree,mixed evidence,module-cohesive,pkg/protocol/compression_method.go,6b49e3018df1635e3689ef95b26faa3c09a5a81a46d33dcbaeb61094708d0f82,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R010,high,reviewed
PR230-M0501,PR230-R010,CG230-pion-dtls-main-e701a3314c,pion-dtls-main,module-accountability,pkg/protocol/compression_method_test.go module/subtree review,module/subtree,mixed evidence,module-cohesive,pkg/protocol/compression_method_test.go,c8fa41632684bf44105501da5dba64103ac9b353d55503c9fc38b5b0ffc88979,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 1 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R010,high,reviewed
PR230-M0502,PR230-R010,CG230-pion-dtls-main-7a2ba1a50e,pion-dtls-main,module-accountability,pkg/protocol/content.go module/subtree review,module/subtree,mixed evidence,module-cohesive,pkg/protocol/content.go,97aefb5043ab1a294358c64a1d736cab94af710ecd3a18c1f9803079ff8e0b65,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R010,high,reviewed
PR230-M0503,PR230-R010,CG230-pion-dtls-main-a9a927172e,pion-dtls-main,module-accountability,pkg/protocol/errors.go module/subtree review,module/subtree,mixed evidence,module-cohesive,pkg/protocol/errors.go,3afa63bcee1de68c2a4db9ddcab936b4573f23fa2631d5bc86f4b8554c59a872,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R010,high,reviewed
PR230-M0504,PR230-R010,CG230-pion-dtls-main-6469c16757,pion-dtls-main,module-accountability,pkg/protocol/extension module/subtree review,module/subtree,mixed evidence,module-cohesive,pkg/protocol/extension/alpn.go,41e3f42adc6e31aa6c9772650699efe60ad1959196199f62e7ad9232dcf85ba7,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"37 surfaces reviewed; 35 high-signal, 0 product/UI, 16 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R010,high,reviewed
PR230-M0505,PR230-R010,CG230-pion-dtls-main-609d8ffaf1,pion-dtls-main,module-accountability,pkg/protocol/handshake module/subtree review,module/subtree,mixed evidence,module-cohesive,pkg/protocol/handshake/cipher_suite.go,7ba2c1f42568b023527d8cdc369791af37f14e59a8f8fd05a4e7193e56dcfb28,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"31 surfaces reviewed; 31 high-signal, 0 product/UI, 14 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R010,high,reviewed
PR230-M0506,PR230-R010,CG230-pion-dtls-main-559be85872,pion-dtls-main,module-accountability,pkg/protocol/recordlayer module/subtree review,module/subtree,mixed evidence,module-cohesive,pkg/protocol/recordlayer/errors.go,14300312b751968752784b48ad15229adae099cd5ba82e9a46bc046673cc74b8,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"200 surfaces reviewed; 5 high-signal, 0 product/UI, 1 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R010,high,reviewed
PR230-M0507,PR230-R010,CG230-pion-dtls-main-c64a95b8e2,pion-dtls-main,module-accountability,pkg/protocol/version.go module/subtree review,module/subtree,mixed evidence,module-cohesive,pkg/protocol/version.go,0880d02ebf8d4a005ecdceff700e9b572f4487b7d3e9be76c592b61cc5c622e1,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R010,high,reviewed
PR230-M0508,PR230-R010,CG230-pion-dtls-main-f2aca70c47,pion-dtls-main,module-accountability,pkg/protocol/version_test.go module/subtree review,module/subtree,mixed evidence,module-cohesive,pkg/protocol/version_test.go,af22773c78d636a507ce188a10b1a7ad291b73b7f3b33e251fd4eb2e2a830899,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 1 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R010,high,reviewed
PR230-M0509,PR230-R010,CG230-pion-dtls-main-4813494d13,pion-dtls-main,module-accountability,root module/subtree review,module/subtree,mixed evidence,module-cohesive,.editorconfig,cf4d6fea3751e7695e280aa37b7d09a34eac6d134985d97eeb5fa807d1590af3,n/a,mechanism-level review,many-to-many,behavior-refined,"67 surfaces reviewed; 63 high-signal, 0 product/UI, 23 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R010,high,reviewed
PR230-M0510,PR230-R010,CG230-pion-dtls-main-810ff2fb24,pion-dtls-main,module-accountability,testdata module/subtree review,module/subtree,mixed evidence,module-cohesive,testdata/seed/TestResumeClient.raw,366921507752f7633974cd0e57ee47519421e32b33c7a1d8eeabf01f8bfe460e,n/a,mechanism-level review,many-to-many,accounted-reference,"2 surfaces reviewed; 0 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,low,PR230-R010,high,reviewed
PR230-M0511,PR230-R011,CG230-probe-legacy-master-bdcc6a2a85,probe-legacy-master,module-accountability,.github module/subtree review,module/subtree,mixed evidence,module-cohesive,.github/ISSUE_TEMPLATE.md,afb2d4fee93a427c329d3b41b2cf7834f118302c871d02a29bf5a92f408a5ab3,n/a,mechanism-level review,many-to-many,accounted-reference,"1 surfaces reviewed; 0 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,low,PR230-R011,high,reviewed
PR230-M0512,PR230-R011,CG230-probe-legacy-master-3a6eb0790f,probe-legacy-master,module-accountability,data module/subtree review,module/subtree,mixed evidence,module-cohesive,data/decks/http-invalid.yaml,749a60c76526cde10b113fcc5bb660ab034d52c558af656b240d34b88d131578,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"12 surfaces reviewed; 12 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R011,high,reviewed
