donor,path,sha256,size_bytes,type,file_type,language,classification,authority_status,symlink_target,semantic_record_ids,surface_disposition,surface_rationale,notes
l7-protocols-master,malware/code_red.pat,a546f2ebfd7e421d3b7a882903a1bf83756cd9bb64be89e6ce7b886912d67008,633,file,file,other,fixture,derived,,BASE07;L7PROTO002,reference-only,Malware corpus is useful only as classification/test evidence; live DPI would enlarge authority materially.,Focused semantic link(s) plus base accountability.
l7-protocols-master,malware/nimda.pat,4f08a0a47b57fd8b36d3a3715922b0810e4f94399d59a4573456601d87daee86,1181,file,file,other,fixture,derived,,BASE07;L7PROTO002,reference-only,Malware corpus is useful only as classification/test evidence; live DPI would enlarge authority materially.,Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/100bao.pat,6905f07a0608a9d166f13499ec54a03cafc3737e2bfa7c498c13e2603a0c1f77,393,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/aim.pat,328f630d92c21ce5f1fc0130f2cce1184a4c2c537df8ae0835548a648871475b,1170,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/aimwebcontent.pat,731be9f9f802a9a303820b503eb81e480d67cefe970acaf39d1a1406b64b8405,380,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/applejuice.pat,4906d554569cf6c1cc8b74367b484d64df9695acffa3ff33ec87ad7ca4bf9459,459,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/ares.pat,defef4768d5ba0a2feafc38ea3b156f72f0e4f2065baf1e893bfd21a30c853bb,2600,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/armagetron.pat,813a17c874a6ca48f5a52ae46b537b9b06f1fdaa6a433da1d49a1d114492c8b4,501,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/battlefield1942.pat,4a206bb3aa50379df3af08a37d813dbf49e94b8258f18616449af421174713aa,499,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/battlefield2.pat,f0a4387e8a4a60019a64369d10b70ced9207dcf3613de30bcd41f7017a1cb297,1118,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/battlefield2142.pat,6ea513f3cdb017f799f0bd2a963155ff4cca5759850a53d13b951c4ccb5454e3,524,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/bgp.pat,86bb9358dd2a808ae428a0ceab17794436e57ad44945752ba1afca3234ec7d45,826,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/biff.pat,d0df8b6ee82c396f2c05554a717f0f0606fd0f90f67e19b63199658c9de9cd4a,563,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/bittorrent.pat,594c4d769a03a13ffad051c0792cd87a47bdd1d24057ead9dbdfd2ee60d3d7c5,1209,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/chikka.pat,b890f30e1c9a41b3e973cd97a7f1e947ec447d04603e88c4cc9c9458464535f6,649,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/cimd.pat,10c76b586846d7b787cb8a0370eb99c3938f297cd7971c3a99db493447d9c1b9,777,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/ciscovpn.pat,8e7d37fb87df4a645da041f05a917ed101e1e17badc182cc2ab93622fee4ca6e,352,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/citrix.pat,1946eb8ec851e033858997ba38ae8a597c00470b576ce10e1661aea9f9f2e154,393,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/counterstrike-source.pat,71add5eff5451b415c6a7d4485661cee451433adfd826f16f297204e1e1916f0,2087,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/cvs.pat,ec404a757fc234d113829231e2333777c95ddcc790dec021e28709b1edbb78d3,540,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/dayofdefeat-source.pat,770a55687c77121f6fbfddb180c21e3137dd52b0d2bd51f8c8efe85e0f2657f5,397,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/dazhihui.pat,849fd83e55788f17da1a38ff115a2a40e46894705cb095e56e6e943544398e99,339,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/dhcp.pat,76165d1092b7322da182f63ecafc1eb96c90d2050e106315920e15632d69f1fd,1420,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/directconnect.pat,3481dfdf370a6660cc664fcaea293695426cee3110d32d03265d9af121d66f66,569,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/dns.pat,4abc38ccd53aaf7b5a81926a4b8d8035ab105a710eeb4d84d965003d233ae31d,3925,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/doom3.pat,ec70a0b530776191715bd113e71f086aa7019735c1d043d8b413b5dc1a7cd30e,298,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/edonkey.pat,d6ab258c6cb61eed7c43768565ca41ab90530e735b6bb668130ec34372577f88,1652,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/fasttrack.pat,c65fb5dbc18274dd5b708afb593384d0d56edbbc74115883cc8a5c7b84c34925,1336,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/finger.pat,8c6b7b09cefe19495be5fb2d6dc4dd38ac0b0377f2aa528944ab855f02b5cda7,595,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/freenet.pat,e6f29b83c9d1d8c03e9718f60701d7b0fc210da7b0844fbd52ecc17c4edeb174,444,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/ftp.pat,f636e3083c36bd8fce9232cf63f2efaa733bebca75e705260412647d64ad387c,1851,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/gkrellm.pat,08d666abe51860413b680de04cd5d3bf2ba6d3983cddcb66117065dbc628476c,503,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/gnucleuslan.pat,dd6fb28670062f4b3ccb08357f32a50447b092131669d8d80574ce8674857444,391,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/gnutella.pat,0455c3ce0903a3955c19f0f3f3877f82e75f6952738a247de1287be5e3a20096,2237,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/goboogy.pat,820c42a09e3982c547ebfe53ea9cb25ea73a81b412a0c28f8fdad98915d2a77d,490,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/gopher.pat,5c016838208e1f340307e9c13fecb9916951804ef86fe4103eb29e3761e43613,1135,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/guildwars.pat,84a33805368f39b3dc38f84be67828c2507b223e2e62f84606c0df8a099029a1,578,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/h323.pat,0e4b03a57dba003b105495188b6590918274f8007f27db49a1d61a86c5dd43df,1502,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/halflife2-deathmatch.pat,0de0be95ab8f15868898285bb5e3cb6e5ecae53235d8c3658375f9b7ba1bd7bf,351,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/hddtemp.pat,e4e6ee5131935f58a33a2005b22226067b8e76ae1d9693af8992cf0694f193f2,454,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
l7-protocols-master,protocols/hotline.pat,eafd2627808dadf452478001c52cfe497cc5fc469cf3fc5bac290e8ac8eda9f5,370,file,file,other,fixture,derived,,BASE07;L7PROTO001,adapted,"Protocol signatures are valuable as bounded offline evidence, not as packet-inspection authority.",Focused semantic link(s) plus base accountability.
