record_id,donor,path,sha256,size_bytes,file_type,language,classification,authority_status,module_id,module_role,module_disposition,semantic_record_ids,notes,fourth_order_record_ids,current_resolution,review_rationale,review_status
SURF-aether-191ea8ad4dc297e3,Aether,quiche/fuzz/corpus/packet_recv_client/8dbc3f760c69d064c71aa539ae964e562c22867d,bef405dcb7d87ba5bc1fc6c6fcac9f521d15edae01015095702f5c6b785c04a7,276,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-191ea8ad4dc297e3,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-1bfe552fe26983c2,Aether,quiche/fuzz/corpus/packet_recv_client/8e19ed5c48121c44691f3dfd08e6b93e597875e9,6bdf36c4af8c681f66fdbf7bacee86452bb65567c831a6241c19ffcbc9aea374,590,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-1bfe552fe26983c2,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-06346f8e481e1491,Aether,quiche/fuzz/corpus/packet_recv_client/8e9774faccd71983c83a67dd04459f6ff68bde52,a7365cad794b2a6f3b562d4715a20a1a473dbff445d9ebfc544a66af698b0d49,31,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-06346f8e481e1491,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-503e8bcc049e2937,Aether,quiche/fuzz/corpus/packet_recv_client/8fe06eb9f3c8cd5be235d857d5002420d4452349,256e431d3102915143ff497eb884c0a931b62e5f808194b97bb5fe269c2a36f5,163,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-503e8bcc049e2937,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-a6969049313195e7,Aether,quiche/fuzz/corpus/packet_recv_client/9043db26234c001b9e17a3b54027d738846b85f5,325390fe8eb2bdcfa1e11c48a39de692daf447de863cbb8e7967adb4e9188828,306,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-a6969049313195e7,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-5475760ded70efc4,Aether,quiche/fuzz/corpus/packet_recv_client/91379bcb0f7670a5064195bb5e3d2d30d5f22781,8004aefe1b74f2534f280d00db4094fe424345b2c66858a58355a94224a531c7,2955,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-5475760ded70efc4,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-5b27753c915f0294,Aether,quiche/fuzz/corpus/packet_recv_client/91875cd979df03ffb5e8971f4162e4bf3f7472f8,ff7176de146707b68c5afa042e21d1ccffdfd77a31faa8018fe4e146109f34db,603,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-5b27753c915f0294,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-10969ebf892a0203,Aether,quiche/fuzz/corpus/packet_recv_client/93315008562da002a94d75ba7731b5b05a43d57e,fa480d8b2a150043ded7586059ab02fd0f2b13b3239289626c3a82b511a049d2,35,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-10969ebf892a0203,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-996f5946c0cd9c30,Aether,quiche/fuzz/corpus/packet_recv_client/9331ab5a89760874dfddc96e3f9abd6da916bcca,034b846025cbb779bd8547ac3fcd44f7dee82f80efd025603c92e2add47859af,1019,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-996f5946c0cd9c30,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-af0dcad46baa3dc4,Aether,quiche/fuzz/corpus/packet_recv_client/934c02db1df4356e679041badf3e2af90dabd63b,27abcb37601c326aaf48ca95d575bc4166ee559e15b7c9ad9e222a16b7d9417f,93,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-af0dcad46baa3dc4,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-5ba0e2810c9f341e,Aether,quiche/fuzz/corpus/packet_recv_client/9392192d8ad4b4d3ab6f9938cfdb5288906b849e,c1c445ce1af87b5b09e03ce9ed499aed2d5d2353c670d5e39bf8ed5cfb95ac30,1452,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-5ba0e2810c9f341e,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-b2532216b6b44fa2,Aether,quiche/fuzz/corpus/packet_recv_client/93a2ddac81e6b949d793a9ab6c5e082f3a30f04d,1385ea67fe4a8a822de442c8e8e3174e34a7115c806077014ed0509cdf106e5a,310,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-b2532216b6b44fa2,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-70605b7cf9fde3c6,Aether,quiche/fuzz/corpus/packet_recv_client/93c4cb3f2193b404a2cd713434a5c4cc563151ba,4af579073f52f13250c9ffb7a37cf17d4c318f6ae5c898c12805c4da0a44563f,11,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-70605b7cf9fde3c6,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-2c92b1e7d41b52ec,Aether,quiche/fuzz/corpus/packet_recv_client/93ccc352335191167ecff5573bedbee43f9832d5,2ced41d7561ed0b410acb9a14d50028d07f291da2f9e79f64e9344d08434570e,515,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-2c92b1e7d41b52ec,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-bb0ec3eb97e58179,Aether,quiche/fuzz/corpus/packet_recv_client/93d47af5f2eba2dc4230855f8dc77ac1a6e144ee,1e3db4830b95dfe08eeed2e2d1e1216a9d80a9b4717d1e213972b0a35d3cee04,101,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-bb0ec3eb97e58179,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-beff4e60c99b0f59,Aether,quiche/fuzz/corpus/packet_recv_client/94108451f94018cbaed1f4913759c9af14c6969f,9b8432a1431020279a2db41c7e0b052a2bffc69f1674c1ab38034bc8b3724580,23,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-beff4e60c99b0f59,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-568943dc2faa6294,Aether,quiche/fuzz/corpus/packet_recv_client/9421693843d27aa21ff007b8b71e25cd1935ec0e,d0eee4e30ec0b5288b39ca873cfbfff1fa16f0bd31815a4892bb032f16b7feff,349,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-568943dc2faa6294,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-3a55301330e14c19,Aether,quiche/fuzz/corpus/packet_recv_client/94a9a6343361ed009470e2835593058525a2f072,56758d60721add5b75cb69ee3d39d73e8c0dbd6baef14ceefcfee689f65825bc,687,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-3a55301330e14c19,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-117655ff8cbcf4f8,Aether,quiche/fuzz/corpus/packet_recv_client/95025f82238a29a6ae080a12d959aeb726d5954e,ff40828b7966e09e06ddaba041e70e0ddd4911c2bf514ce8e702238882484c65,66,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-117655ff8cbcf4f8,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-7e6f58d7e791c197,Aether,quiche/fuzz/corpus/packet_recv_client/95f0e91b9c57bff27a7a5c76915874f6b5fe1c80,3a774ef53fbf7a6f7dbc68dfcd782e67f67da68bf9f464a87beb8b6cae12fdd1,16,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-7e6f58d7e791c197,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-28635bae4525626e,Aether,quiche/fuzz/corpus/packet_recv_client/9642a7bd104bb9a960a2d57ded01884a1ea84b4d,d68dc8241abac78357e017e521360973c24cc0a52de9fb047b99d51a4e2aa1fa,131,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-28635bae4525626e,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-6a68489fba6bac00,Aether,quiche/fuzz/corpus/packet_recv_client/969d6c0c7a30925e1ea7613d2ca4e09d34300375,f8940a57f157427179abd8112dff94b601a6fc3327b96056bab04549304a115a,243,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-6a68489fba6bac00,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-31c10d52b60100a0,Aether,quiche/fuzz/corpus/packet_recv_client/96f2a91788c81e2c1b3fd7e94a76807ba29a30fc,3409d0beaf008579787ca1a80800b40d5277adc66931d8cdcecee7213ea7bc36,188,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-31c10d52b60100a0,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-7d74c3ab9b6ac629,Aether,quiche/fuzz/corpus/packet_recv_client/9702a14c7130ce1d6ff27d3b04e1b1d97de6f814,a7696d34c6d3e32be4beefbafcb02c3f0f55c108f825365fce138b53b0a2c6c3,468,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-7d74c3ab9b6ac629,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-be95b49c430504a3,Aether,quiche/fuzz/corpus/packet_recv_client/97c2398e81c6333849867e405a4b6de93714a896,cd666e0d6427b603374faf798bd5dd4271ea52cdae6a7f562142de3626869b60,169,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-be95b49c430504a3,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-9267f8062ca5d05b,Aether,quiche/fuzz/corpus/packet_recv_client/9823ee93266d25cb71be86a265e9cf1fae926c42,710e819df4b44573c7bc89af49249278219f4de8e117a80991fdf5a9aa7dedaf,158,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-9267f8062ca5d05b,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-63e1b1acaa3397d5,Aether,quiche/fuzz/corpus/packet_recv_client/985a10af3bc143c2e6286767ad947eee61187576,5f0bcae43fc8b4071bb056e821710b4a0cb51848897385318ba351927120d119,1452,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-63e1b1acaa3397d5,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-e876807c382c4547,Aether,quiche/fuzz/corpus/packet_recv_client/986aebee3677f08fdbf4581176998c0dd87bd844,a8f03eadb079a5b9983b002ffef92728410b3471eb1c86917eb6cebded386439,197,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-e876807c382c4547,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
