wave,record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
post-refactor-4d,PR141-M0098,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: tests/integration,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,tests/integration/error-recovery.integration.test.ts,c21ec441827ba45c08e60adf08961cc55f87bb81f1ae28ed3f5a2446bb8008eb,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0099,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: tests/manual,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,tests/manual/TIMEZONE_MANUAL_TESTING.md,fad18e71ece58e67d1252eae7827a0209873f9c8b4dd2f35e2f0ba338eb4a5c1,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0100,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: tests/property,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,tests/property/accuracy-source-of-truth.property.test.ts,f886ef2d397aac5cd0d30220b6f497a3cf4b97dac819c3ab3a30c9a30234cac9,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0101,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: tests/unit,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,tests/unit/.gitkeep,fc2218cdcfccc3a0a463627b443504cf58f576c3d5698834477f3a058d7b1b82,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0102,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: cdk/lib,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,cdk/lib/app.ts,4a97fe40fe4da7baa41bbb621c5eaedff4f95fd05e1de78404f36d18eb07e15e,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0103,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: site/src,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,site/src/components/ProtonLogo.tsx,34a32cccc166782da1c5339d586632968b5e894d646f1e350028753b530d6bf5,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0104,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: @root,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,.gitlab-ci.yml,71422822b6d341796001cea8fa98f1f23acaf50eb7de6ef2a2f54fbc242052bc,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0105,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: Slackware/i2p,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,Slackware/i2p/build.xml,00620ed43277bd09e22c8f94b95ac6227a4220209ec4b59deb3d4a81b306a04f,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0106,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/addressbook,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/addressbook/build.gradle,0078ed38112ea9087b9f1b21634f4986bb6ea651ed2f37f989a83f3bcc0a9f6e,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0107,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/desktopgui,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/desktopgui/build.gradle,34853b9d17c677eb5584abfb568cbca5c28d2ed3ea242a925af4eea875f7823e,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0108,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/i2pcontrol,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/i2pcontrol/build.gradle,1b323c5c6c8705aa44576fc0facfffb2ddf2050d1cd6b4570f92e73cea8cc6a3,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0109,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/i2psnark,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/i2psnark/build.gradle,ec2943808eaca26113e82ab207a3e346f3d2903b928e3d87b6793081d705be06,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
