donor,path,sha256,size_bytes,mode,classification,authority,module,extension,semantic_record_ids,post_refactor_232_review,post_refactor_232_disposition,notes
outline-client,src/cordova/plugin/android/resources/strings/values-kk/strings.xml,3ab1875799cf83664d09213cfd8e49c4f1d0851889f51c307b6141473a088a07,492,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00230;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-km/strings.xml,944453ecd7b03c249a91ea0987c32f4cd3ebe0156051c49a50f86c8cb37d3c7b,526,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00231;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-ko/strings.xml,a7d20ae1b14e5b435106596dafcbd80c269bce100594d8944268bc9a3ffe0ff1,432,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00232;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-lo/strings.xml,a7ab294c58ee0d09835bfbaa3e6359700346c32489c80701e52c6dc81300cecf,505,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00233;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-lt/strings.xml,01454b51576231ef4c6b1a191ab900caaf2f90bce87782dd3d087ac7ac8a1567,442,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00234;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-lv/strings.xml,c4732f57f70c2c02ef28f6321e41ad39455ee98a60f93edb1936d398e132a9d9,479,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00235;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-mk/strings.xml,e22301e3e4f9f9515f013f3455475b4f54ec4d5c63f28b6aaadc7da3e36add83,465,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00236;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-mn/strings.xml,669d6f0b2083dc126ef6d7935edbd87640e8df30da96e68fd9fb567b123507ca,466,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00237;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-mr/strings.xml,659f7eb7339f4456850f18fcbc061d60eac73d8801cba87d0710bcea349da164,513,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00238;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-ms/strings.xml,6200ceea5282efdc1d2e2b4c37573d7b79c02315dd9c4e1636a19a7ec8745847,437,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00239;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-my/strings.xml,d6b55fa7442014b87d4da9bef66b4928c7544485936c115806fa99db7ba2934a,499,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00240;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-ne/strings.xml,4a75d893878b143a4afc6c4ac0797f761a3abed5800275ae1b27dd3a697dc723,504,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00241;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-nl/strings.xml,5171827778bb242106c97d99237544a4cc6382eb560f34aaceb6c224fa58fe1a,433,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00242;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-no/strings.xml,b5bd0389c9296cd0dd4ebd4513a78ebc931831fa8c2e0db99d3eb4f626251b63,429,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00243;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-pl/strings.xml,88cd6f7ed99ec24e1bc2b261200bf2a330bfb51fc625ae255ff4cf6b274229ee,433,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00244;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-pt-rBR/strings.xml,b3942777b3cfdce00f1a9270add285bf7ab9ba0faa3c33c0030220b2f68cfd8d,426,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00245;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-pt-rPT/strings.xml,8d9e37c1d13bbf3cb1e9669a6c6fc2f7963b63fa6859aca1ffa6bca2c89f3e78,437,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00246;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-ro/strings.xml,9f3e8f9da8180b909722cd1613fbbc4e7763bc7941af5dcefa27f32f682375f2,424,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00247;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-ru/strings.xml,6b575fc0c0acae235626361e5476f62e723fdc9841c9b383add2544e812cf303,465,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00248;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-si/strings.xml,df27632e212688c89c9d4cab187c8a33aaac25d6e23999dc7d37c4393a4cc31f,498,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00249;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-sk/strings.xml,11116bd5a894d37c1bcc696ea03c491119211cce1bc537ae3efdaf0f29cb359d,435,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00250;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-sl/strings.xml,b10bedf9d36faf5680d83a298350bb5f301b2f5d9233241987e5764625ca3a14,460,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00251;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-sq/strings.xml,566250cec968f7bd0b22a2bdba6d441bff863ee9dd93ce4152d5a8589877324f,420,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00252;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-sr/strings.xml,394828ab40766c99c94ca298bb573ded2e03587788ed9016ccf02433b4517b06,474,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00253;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-sv/strings.xml,816c4ae38e60930782920ab9932d4a4c4babfb3adef131fcf14afc9a6c6993ef,422,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00254;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-sw/strings.xml,078b2f9763ef8a1e2afcf44ff4e037125dde79f62dfd53a5467a9556be4a9fe0,431,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00255;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-ta/strings.xml,685dd19e5cc3c9f5fdf0ba3ff026a3857f5b7e243dd1f50128e489a632119075,515,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00256;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-th/strings.xml,f4efedcd3f8fd6dcd6bce92e3ee929dd0847d08d18ccdbe331e06960884616fc,520,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00257;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-tr/strings.xml,1359d50ce1003ecf671667dea31738fc17cedd1540e0d66889b8a1ffdc631d21,438,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00258;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-uk/strings.xml,dbda15467926bcb338b92d6668eb473bd7d4d67471f6303682429a9272c16a76,465,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00259;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-ur/strings.xml,ba73b3e7339a3f51750fd72ad4e288add6827a045fe60269db05c9713fbf3aaf,457,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00260;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-vi/strings.xml,d0e756f45f28a0efacc60dd864f72a4fa37a695d91d8259c3f052db7e379c9c7,443,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00261;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-zh-rCN/strings.xml,45e501befe2bae264df10c913345bd37fe50f42805fdbd49718864dac59a94b6,430,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00262;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values-zh-rTW/strings.xml,8bd1797fc1323a3b10e2488e6800bf40f980e6a7ecb9392f74abe7275cdfab49,430,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00263;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/resources/strings/values/strings.xml,b3c751b6d35607e92a9bb1e369ac153ebf2c811541bee4e3c2fbba95af58c336,434,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00264;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/android/scripts/copy_third_party.js,7ecf29f6287a268bd6dfdb2370bebd480e15c3dd402cb39973a98086785aadd4,1340,0o644,ui-or-product,authoritative,src/cordova,.js,PR232-F00265;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/apple/src/OutlinePlugin.swift,fb11fc9082dc5930a83ee0b969ac85f47f96649a37a8eb4780d1422e7ab3429f,15566,0o644,implementation,authoritative,src/cordova,.swift,PR232-F00266;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/apple/src/macos/Outline-Bridging-Header.h,07b1678294057cc0cb7dd39ece9ea9c9ae55c66831a0d4fb73d3c4b54db9fb4c,766,0o644,implementation,authoritative,src/cordova,.h,PR232-F00267;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/package.json,a26c54338cb6ce49b15858a31d67b8ddb216059a876367b9c54885e004acc0d7,184,0o644,configuration,authoritative,src/cordova,.json,PR232-F00268;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/plugin/plugin.xml,842fc3e6483fa79d6040abf06bd6444ce1c6c418f1ab0aa9df6f99b7c1353208,3726,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00269;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/setup.action.mjs,7fbd719714a0deee88dfb44c44456f98058ce3fae121bf4e45828898f4142209,6667,0o644,operational,authoritative,src/cordova,.mjs,PR232-F00270;PR232-M0031,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
